judul,isi,label
Sebanyak 48 pegolf adu keterampilan dalam Kejuaraan Golf Mid-Amatir," Bogor (ANTARA) - Sebanyak 48 pegolf amatir dari berbagai latar belakang saling mengadu keterampilan dalam Kejuaraan Golf Mid-Amatir di Lapangan Riverside Golf Club, Bogor. Kejuaraan seri golf mid-amatir yang disahkan Pengurus Besar Persatuan Golf Indonesia (PB PGI) itu hadir sebagai penentu standar untuk mengorganisir turnamen non-profesional, menawarkan format yang menjamin kompetisi tingkat tinggi. ""Di Riverside Golf Club kami mendukung berbagai keberagaman dalam golf, menyambut pemain dari berbagai tingkat keterampilan dan latar belakang untuk ikut serta dalam kejuaraan ini,"" kata General Manager Riverside Golf Club Wee Peng Siong di Bogor, Jumat. Ia mengatakan, pihaknya sangat antusias menjadi tuan rumah dalam kejuaraan itu demi memperkuat komitmen dalam mendukung olahraga golf di setiap tingkat. Riverside Golf Club yang diakui PB PGI sebagai Club Champion, kata dia, merasa bangga dengan peranan dalam komunitas golf. ""Pemilihan klub sebagai Club Champion menegaskan dedikasi dan promosi semangat golf sambil memberikan wadah bagi pemain golf untuk memamerkan keterampilan dan kecintaan mereka terhadap olahraga ini,"" katanya. Wee Peng menambahkan, dalam rencana yang tengah berjalan, pihaknya ingin memperluas pendekatan inklusif dalam olahraga golf dengan berkolaborasi bersama komite provinsi PGI lainnya di daerah seluruh Indonesia, membina jaringan nasional, dan menemukan keunggulan bakat peserta dalam golf. Seri golf mid-amatir yang berlangsung selama 30 November-1 Desember merupakan seri ke-4 setelah tiga seri sebelumnya diselenggarakan Amateur Golfer Indonesia sepanjang tahun 2023 yang melibatkan beragam peserta rentang usia 25-50 tahun. Club Champion pada seri puncak itu akan ditentukan di antara para pemain golf mid-amatir setelah saling mengadu keterampilan di lapangan golf berpar 72 sebanyak 18 hole yang terletak di sekitar Sungai Cikeas. Baca juga: Sebanyak 144 pegolf ramaikan PGP Championship Tournament 2023 Baca juga: Atthaya siap lakoni debut di Simone Asia Pasific Cup 2023 Jakarta Baca juga: Ratna dan peran sejati caddy di dunia golfPewarta: Aloysius LewokedaEditor: Dadan Ramdani COPYRIGHT © ANTARA 2023 ",olahraga
BIN Pasundan raih kemenangan pertama Livoli 2023," Kediri (ANTARA) - Tim putra BIN Pasundan berhasil meraih kemenangan pertama final four Livoli Divisi Utama 2023 setelah menundukkan Indomaret Sidoarjo di GOR Jayabaya, Kota Kediri, Jawa Timur, dengan skor 3-0 (25-18, 25-22, 25-20). BIN Pasundan menampilkan permainan menawan dalam laga itu. Mantan toser nasional Nizar Zulfikar menjadi toser utama menggantikan Jasen Kilanta. Jasen di laga-laga babak reguler Livoli Divisi Utama lalu menjadi pengumpan utama. ""Tadi memang sempat tertinggal beberapa poin, seperti di set kedua, tetapi kami selalu saling mengingatkan, untuk bangkit,"" kata spiker andalan BIN Pasundan, Fahran Halim di Kediri, Jumat. Namun timnya bangkit sehingga memperoleh hasil yang cukup baik setelah menundukkan Indomaret Sidoarjo dengan skor 3-0 (25-18, 25-22, 25-20). Sementara itu, Manajer Indomaret Sidoarjo Sutono mengatakan timnya banyak melakukan kesalahan, terutama pada penyelesaian akhir dan umpan. Menurutnya, timnya kurang begitu bersemangat dalam pertandingan pertama tersebut. ""Mungkin karena pertandingannya digelar pagi, sehingga untuk mengangkat tim ke performa terbaik susah,"" katanya. Sutono menambahkan, timnya kesulitan menghadapi serangan cepat melawan BIN Pasundan. Ia berharap di pertandingan-pertandingan berikutnya bisa bangkit, sehingga peluang untuk ke final terjaga. Kota Kediri menjadi lokasi pertandingan babak final four Livoli Divisi Utama 2023. Pertandingan ini berlangsung hingga 10 Desember 2023 dengan sistem kompetisi penuh di mana setiap tim saling bertemu dua kali. Babak final four tersebut berlangsung dua putaran. Putaran pertama berlangsung tanggal 1-3 Desember 2023, dan keduanya tanggal 5-7 Desember 2023 dan ditutup grand final tanggal 9 dan 10 Desember 2023. Peserta babak final four ini adalah Indomaret dan BIN Pasundan, LavAni dan PDAM Tirta Bhagasasi Bekasi untuk sektor putra. Sedangkan di sektor putri terdiri dari TNI AU, TNI AL, Popsivo Polwan, dan Petrokimia Gresik Pupuk Indonesia. Empat tim putra dan empat putri ini memastikan lolos ke final four setelah melalui putaran reguler pertama di Tangerang, Banten pada 6-11 November 2023, dan putaran reguler kedua di Magetan, Jatim, 14-19 November 2023.Pewarta: Asmaul ChusnaEditor: Hernawan Wahyudono COPYRIGHT © ANTARA 2023 ",olahraga
Hari kedua Borussia Academy Camp gelar materi pelatihan drills," Jakarta (ANTARA) - Hari kedua coaching clinic bertajuk ""Borussia Academy Camp"" menggelar materi pelatihan drills di Lapangan akademi Persija, Jakarta, Jumat. Dalam keterangan resmi, Founder Borussia Academy Indonesia Saras Desch menyampaikan bahwa kepelatihan hari kedua saat ini menyampaikan materi-materi atau drills-drills yang digunakan untuk pelatihan pesepakbola berusia dini. “Jadi di mana seperti di Jerman sekarang sedang dipakai sistem funino. Sehingga pelatih-pelatih di Indonesia juga dapat mengenal sistem development FUNINO ini untuk usia dini 6 sampai 11 tahun”, kata Saras Desch. Sebelumnya, Komite Olahraga Nasional Indonesia (KONI) Pusat menggandeng klub Bundesliga yaitu Borussia Monchengladbach untuk menyelenggarakan coaching clinic guna meningkatkan standar pelatih. “Harapannya supaya pelatih-pelatih kita khususnya di daerah DKI ini bisa mengaplikasikan apa yang kita sampaikan khususnya untuk usia dini. Semoga pelatih-pelatih juga lebih semangat, dapat pengetahuan baru dan juga bisa mengaplikasikan ke anak muridnya” ungkap Sarah Desch. Gelaran coaching clinic ""Borussia Academy Camp"" tahun ini diikuti sebanyak 41 pelatih sepak bola. Tujuan dari coaching clinic kali ini yaitu para pelatih yang mengikuti kegiatan dapat menerapkan konsep pengembangan sepak bola Funino kepada para pesepak bola usia dini. Funino merupakan konsep sepak bola fun football yang diaplikasikan Asosiasi Sepak Bola Jerman (DFB) untuk memastikan setiap pemain mendapatkan lebih banyak sentuhan pada bola, sehingga meningkatkan keterampilan penanganan bola dan partisipasi yang lebih aktif dalam permainan. Selain itu coaching clinic tersebut juga diajarkan teori mengenai filosofi pengembangan sepak bola Jerman yang menekankan komunikasi antarpemain, teknik serta pengembangan kepercayaan diri pemain di usia dini.Pewarta: Fajar SatriyoEditor: Hernawan Wahyudono COPYRIGHT © ANTARA 2023 ",olahraga
Bola Basket - Thunder tundukkan Lakers 133-110," Jakarta (ANTARA) - Oklahoma City Thunder menundukkan Los Angeles Lakers dengan skor 133-110 dalam laga NBA yang digelar Paycom Center Oklahoma, Jumat WIB, sekaligus menjadikan kemenangan pertama Thunder dari tiga gim terakhirnya. Perpaduan bintang muda Shai Gilgeous-Alexander dan pemula Chet Holmgreen lagi-lagi berbuah manis bagi OKC yang mengembalikan mereka kepada tren kemenangan, dan menjaga peringkat tiga klasemen sementara NBA Wilayah Barat. Shai mencetak 33 poin, dengan akurasi tembakan 60,1 persen atau 11 masuk dari 18 upaya percobaan tembakan. Sedangkan akurasi tembakan bebas Shai 100 persen, 10 dari 10. Jalen Williams menambahkan 21 poin, dan Chet Holmgren menyumbang 18 poin untuk Thunder yang sebelumnya kalah tipis dari Philadelphia 76ers dan Minnesota Timberwolves. Berdasarkan data statistik pertandingan yang dikutip dari laman resmi NBA, Anthony Davis menjadi top skorer bagi Lakers dengan 31 poin dan 14 rebound. Legenda hidup Lakers LeBron James juga mencatat double-double dengan 21 poin dan 12 rebound. Dari Lakers sendiri, pekan ini memiliki performa yang naik turun. Mereka kalah dengan selisih 44 poin dari Philadelphia 76ers, kemudian bangkit mengalahkan Detroit dengan selisih 26 poin. Sebenarnya, Lakers mengawali gim dengan baik di kuarter pertama. Mereka unggul sampai 14 poin di awal laga, namun Thunder mengambil alih di kuarter kedua dengan skor 72-60 di akhir babak pertama. Shail Gilgeous-Alexander menjadi pemain kunci dengan 22 poin di babak pertama, sementara Davis mencatat 19 poin. Di akhir laga, Thunder kemudian menjaga keunggulan dengan selisih 15 poin sampai pertandingan selesai. Selanjutnya, Lakers akan menjamu Houston Rockets pada Senin (4/12), dan OKC akan bertemu Dallas Mavericks di hari Minggu (3/12).Pewarta: Aditya RamadhanEditor: Hernawan Wahyudono COPYRIGHT © ANTARA 2023 ",olahraga
Miami Heat comeback di kuarter empat atasi Pacers 142-132," Jakarta (ANTARA) - Miami Heat berhasil comeback di kuarter empat setelah hampir sepanjang laga tertinggal 13 poin dari Indiana Pacers dengan skor akhir 142-132 dalam gim yang digelar di Kaseya Center Arena Miami Florida, Jumat WIB. Heat mencetak 45 poin di kuarter keempat untuk mengejar Pacers, dan skor tertinggi itu hanya pernah dicetak oleh tim tersebut pada 1989. Heat berhasil mencetak poin lewat 15 tembakan dari total 17 upaya yang dilakukan di kuarter empat. Jimmy Butler mencetak 36 poin sepanjang laga. Pemain pemula Jaime Jaquez Jr mencetak 24 poin, dan 14 di antaranya dibuat pada kuarter terakhir. Heat membuat laju poin 28-6 di kuarter empat untuk menyalip Pacers yang sudah unggul sejak kuarter pertama. ""Itu jelas bukan gaya bermain bola basket kami. Tapi menang tetaplah menang,"" kata Jimmy Butler dikutip dari laman resmi NBA. Total 45 poin di kuarter empat tersebut merupakan yang kedua terbaik sepanjang sejarah tim. Heat pernah mencetak 48 poin di kuarter empat pada 2 Maret 1989, yang mana merupakan poin tertinggi yang pernah diciptakan di kuarter empat. Dari Pacers, Tyrese Haliburton mencetak poin tertinggi sepanjang kariernya yakni 44 poin untuk timnya. Obi Toppin membantu dengan 25 poin, Bruce Brown Jr 15 poin, Myles Turner 13 poin, dan Buddy Hield bersama Bennedict Mathurin sama-sama mencetak 12 poin. Selanjutnya, kedua tim akan melakukan tanding ulang pada hari Minggu (3/12) di markas Miami Heat.Pewarta: Aditya RamadhanEditor: Hernawan Wahyudono COPYRIGHT © ANTARA 2023 ",olahraga
Sinner masuk nominasi petenis terbaik ATP Awards 2023," Jakarta (ANTARA) - Jannik Sinner dan pelatihnya, Darren Cahill dan Simone Vagnozzi, masuk nominasi ATP Awards 2023, untuk bersaing dengan tiga petenis lain dalam dua kategori dan para pelatih dalam kategori pelatih terbaik tahun ini. Dikutip dari laman ATP, Jumat, Sinner dinominasikan untuk kategori petenis terbaik tahun ini setelah naik ke peringkat tertinggi dalam kariernya, peringkat empat di ATP Rangkings, dan memenangi empat gelar dari tujuh final. Dia bersaing dengan rekan satu timnya di Piala Davis, petenis Italia Matteo Arnaldi, dan dua petenis Amerika Christopher Eubanks dan Ben Shelton dalam kategori tersebut. Sinner yang berusia 22 tahun juga masuk nominasi petenis paling sportif Stefan Edberg Sportsmanship Award, bersama dengan Carlos Alcaraz, Grigor Dimitrov dan Hubert Hurkacz yang juga masuk dalam nominasi. Sementara itu, Cahill dan Vagnozzi masuk nominasi kategori pelatih bersama bersama Craig Boynton (pelatih Hubert Hurkacz), pemenang Awards 2022 Juan Carlos Ferrero (pelatih Carlos Alcaraz), Goran Ivanisevic (pelatih Novak Djokovic) dan Bryan Shelton (pelatih Ben Shelton). Ivanisevic berhasil membimbing Novak Djokovic mencapai rekor finis di peringkat No.1 ATP akhir tahun untuk delapan kalinya pada musim ini. Arthur Fils, unggulan teratas pada Final Next Gen ATP, menjadi salah satu dari lima pemegang nominasi pendatang baru terbaik tahun ini. Mereka adalah para petenis yang masuk ke 100 besar ATP untuk pertama kalinya pada 2023. Nominasi petenis terbaik yang comeback tahun ini, petenis terbaik dan petenis paling sportif tahun ini ditentukan melalui pemungutan suara asosiasi pewarta tenis internasional (ITWA). Sementara, nominasi pelatih terbaik tahun ini dipilih melalui pemungutan suara putaran pertama oleh para pelatih ATP. Pemenang ATP Awards, termasuk favorit penggemar, akan diumumkan pada Awards Week, yang dimulai 11 Desember. Para penggemar juga dapat memilih petenis tunggal dan ganda favorit mereka hingga Jumat, 1 Desember. Berikut daftar nominasi ATP Awards 2023. Petenis terbaik yang comeback tahun ini ""Comeback Player of the Year"" Kategori ini diisi oleh petenis yang berhasil mengatasi cedera serius dalam mengukuhkan dirinya sebagai salah satu pemain top di ATP Tour. Dominik Koepfer Gael Monfils Struff Jan-Lennard Alexander Zverev Petenis terbaik tahun ini ""Most Improved Player of the Year"" Kategori ini diisi oleh petenis yang mencapai peringkat ATP jauh lebih tinggi dibanding akhir tahun lalu dan menunjukkan tingkat performa yang semakin meningkat sepanjang tahun. Matteo Arnaldi Christopher Eubanks Ben Shelton Jannik Sinner Pendatang baru terbaik tahun ini ""Newcomer of the Year"" Ketegori ini diisi oleh petenis muda ATP yang masuk ke 100 besar peringkat ATP untuk pertama kalinya pada 2023 dan memberi pengaruh terbesar di ATP Tour musim ini. Flavio Cobolli Arthur Fils Alex Michelsen Dominikus Stricker Luca Van Assche Petenis paling sportif ""Stefan Edberg Sportsmanship Award"" Kategori ini diisi petenis yang, sepanjang tahun, berperilaku pada tingkat profesionalisme dan integritas tertinggi, yang bersaing dengan sesama petenis dengan semangat sportivitas yang tinggi dan yang mempromosikan tenis melalui aktivitas luar lapangan. Carlos Alcaraz Grigor Dimitrov Hubert Hurkacz Jannik Sinner Pelatih terbaik tahun ini ""Coach of the Year"" Kategori ini dinominasikan dan dipilih oleh sesama anggota pelatih ATP. Penghargaan tersebut diberikan kepada pelatih ATP yang membantu membimbing para pemainnya ke tingkat performa yang lebih tinggi sepanjang tahun ini. Craig Boynton (Hubert Hurkacz) Darren Cahill dan Simone Vagnozzi (Jannik Sinner) Juan Carlos Ferrero (Carlos Alcaraz) Goran Ivanisevic (Novak Djokovic) Bryan Shelton (Ben Shelton)Pewarta: Arindra MeodiaEditor: Hernawan Wahyudono COPYRIGHT © ANTARA 2023 ",olahraga
Rybakina hingga Kerber masuk daftar entri WTA Adelaide," Jakarta (ANTARA) - Elena Rybakina, Zheng Qinwen dan Caroline Garcia merupakan nama-nama petenis top yang ditambahkan dalam daftar entri Adelaide International, bergabung dengan juara Australian Open 2016 Angelique Kerber untuk turnamen WTA 500 tersebut. Melalui akun resmi sosial medianya, Kamis (30/11), panitia penyelenggara Adelaide International mengkonfirmasi kehadiran para petenis top tersebut dalam turnamen yang akan dimulai pada 8 Januari itu. Sementara itu, mengutip laman resmi WTA, Jumat, juara Wimbledon 2022 dan runner up Australian Open, Rybakina, mencapai final Adelaide dalam debut turnamennya pada 2022, kalah dari Ashleigh Barty. Zheng mengakhiri tahun 2023 dengan posisi tertinggi dalam kariernya di peringkat 15 setelah menyelesaikan musim dengan baik, salah satunya menyabet gelar WTA 500 pertamanya di Zhengzhou, diikuti dengan final di Zhuhai. Mantan petenis nomor satu Kerber merencanakan jadwal untuk secara penuh kembali ke WTA Tour pada Januari. Kerber mundur dari tur setelah Wimbledon 2022 untuk melahirkan putrinya Liana pada Februari tahun ini. Dia akan kembali tampil kompetitif untuk negaranya Jerman di United Cup sebelum bermain di WTA pertamanya di Adelaide. Kerber menikmati kesuksesan yang konsisten di Australia. Selain pencapaiannya yang menakjubkan dalam meraih gelar Australian Open 2016, ia juga merebut gelar di Sydney 2018 dan menjadi runner up di Brisbane 2016 dan Sydney 2014. Kerber merupakan salah satu dari trio mantan No.1 dan ibu baru yang mencatatkan comeback dalam tur. Caroline Wozniacki kembali dari masa rehatnya awal musim panas ini dan berhasil mencapai babak 16 besar US Open hanya dalam turnamen ketiganya. Juara Grand Slam empat kali Naomi Osaka juga berencana kembali mengikuti tur pada Januari. Osaka melahirkan putrinya Shai awal tahun ini dan mengonfirmasi untuk bermain jadwal yang agresif pada 2024.Pewarta: Arindra MeodiaEditor: Hernawan Wahyudono COPYRIGHT © ANTARA 2023 ",olahraga
FPTI DKI instruksikan pemkot untuk bina atlet panjat tebing," Jakarta (ANTARA) - Sebagai langkah regenerasi, Federasi Panjat Tebing Indonesia (FPTI) DKI Jakarta menginstruksikan setiap Pemerintah Kota untuk membina bibit-bibit atlet panjat tebing sehingga bisa menyuplai atlet potensial ke Pemusatan Latihan Daerah (Pelatda). “Kita targetnya pembibitan dulu di wilayah-wilayah, nanti kalau mereka sudah masuk usia yang bagus 14-15 tahun kita lihat nilai kompetensinya dia bagus apa engga, kalau bagus akan kita tarik ke pelatihan daerah (Pelatda) untuk ke jenjang yang lebih tinggi, biar dia bisa mewakili DKI untuk kejurnas Pekan Olahraga Nasional (PON), Pekan Olahraga Pelajar Tingkat Nasional (Popnas), dan sebagainya,” kata Ketua Harian FPTI DKI Jakarta Muhammad Sulaiman kepada ANTARA saat menyaksikan Kejurnas Provinsi DKI Jakarta di International Climbing Wall Park, Cakung, Jakarta, Kamis. Sulaiman menjelaskan para atlet yang berpotensi akan dibina dan diberi beragam fasilitas, seperti pelatihan secara terpusat, program latihan, menjamin kelengkapan sarana dan prasaran penunjang, hingga uang saku bagi atlet yang masuk ke tingkat Komite Olahraga Nasional (KONI) Jakarta, serta Dinas Pemuda dan Olahraga (Dispora). Dispora DKI Jakarta pun mempersilakan penggunaan lapangan berstandar internasional digunakan sebagai tempat berlatih para atlet yang akan membawa nama harum Jakarta di tingkat nasional maupun internasional. Menurut Sulaiman, pembinaan para calon bibit unggul dalam cabang olahraga panjat tebing itu juga dilakukan melalui beragam klub yang ada di DKI, seperti klub yang membina anak jalanan, serta klub yang berbayar dengan fasilitas yang menunjang. Hal tersebut sebagai bukti pencarian atlet tanpa memandang latar belakang. Disisi lain, penilaian dan ranking para atlet dilakukan pada akhir tahun berdasarkan hasil kejuaraan yang diikuti melalui rekomendasi FPTI DKI selama satu tahun. “Penilaian dan rankingnya itu ada, jadi kan ada kompetisi misal bukan FPTI yang adain atau dari luar, dari kampus atau sekolah, selama kita (FPTI) yang berikan rekomendasi itu akan ada poin atau peringkat untuk mereka yang atlet DKI dan akan diakumulasikan akhir tahun, dan ada juaranya,” ujar Sulaiman. Dengan segala dukungan yang diberikan oleh FPTI kepada atlet muda panjat tebing Jakarta, Sulaiman berharap para atlet memiliki prestasi yang tinggi dan membanggakan nama Jakarta di tingkat nasional dan internasional. Baca juga: Arya Arsendi juara panjat tebing speed putra Kejuprov DKI Baca juga: Ketua Kejurprov DKI sebut cabor panjat tebing semakin naik daun Baca juga: Atlet panjat tebing Indonesia borong lima medali Neom IFSC Master 2023Pewarta: Putri HanifaEditor: Dadan Ramdani COPYRIGHT © ANTARA 2023 ",olahraga
Arya Arsendi juara panjat tebing speed putra Kejuprov DKI," Jakarta (ANTARA) - Wakil dari Jakarta Barat Arya Arsendi keluar sebagai pemenang nomor Speed Perorangan Upper 18 Putra dengan catatan waktu 5.949 detik.dalam Kejuaraan Panjat Tebing Provinsi DKI Jakarta 2023, Kamis. Kemenangan dalam kejuaraan yang digelar oleh Federasi Panjat Tebing Indonesia (FPTI) tersebut diraih Arya seusai bersaing sengit di final dengan kawannya yang sama-sama wakil dari Jakarta Barat yakni Ridwan Said Wijayanto yang mampu mencapai puncak pada detik ke 7.358 dan menempati posisi kedua. Farhan Ihza Pahlevi yang juga asal Jakbar menempati posisi ketiga dengan waktu 6.376 detik seusai mengalahkan wakil dari Jakarta Timur Lodi yang membukukan waktu 6.546 detik. Sebelumnya, pada babak penyisihan dan semi final Arya dengan nomor punggung 060 selalu mengungguli pesaingnya dengan selalu mencatatkan waktu tercepat. Pada babak kualifikasi, Arya mencatatkan waktu terbaik 5.898 detik pada jalur A, dan 5,934 detik pada semi final. Sementara, Ridwan menempati posisi ketiga pada kualifikasi dengan catatan waktu terbaik 6.6 detik pada jalur A, namun saat semi final berhasil sampai ke puncak selama 6.682 detik yang berhasil menariknya masuk ke final, karena menempati peringkat kedua. Ketua Harian FPTI DKI Jakarta Muhammad Sulaiman mengatakan rangkaian kompetisi dan Kejurprov itu menjadi bagian dari kaderisasi dan persiapan menuju kejuaraan yang skalanya lebih tinggi. Dengan demikian, para juara berpeluang untuk menjadi wakil dari DKI Jakarta dalam kejuaraan nasional terdekat yakni Pekan Olahraga Nasional (PON) 2024. ""Tahun depan itu kita ada PON 2024 di Aceh. Jadi, ini menjadi cara bagi para pelatih untuk menjaring atlet-atlet, yang mungkin saja bisa lebih baik dibandingkan atlet yang saat ini sudah ada,"" kata Sulaiman. Sulaiman mengatakan kejuaraan tingkat provinsi ini merupakan kegiatan rutin dan wajib dilakukan oleh setiap pada provinsi, serta sesuai dengan amanat rapat kerja pengurus provinsi DKI Jakarta. ""Berasarkan laporan, seluruh pengurus kota di DKI Jakarta, mengikuti kegiatan ini. Total peserta pada kejuaraan kali ini adalah 146 orang, yaitu 77 atlet putra dan 69 atlet putri,"" ujar Sulaiman. Baca juga: Ketua Kejurprov DKI sebut cabor panjat tebing semakin naik daun Baca juga: FPTI Jakarta jaring atlet PON 2024 melalui Kejurprov 2023 Pewarta: Putri HanifaEditor: Dadan Ramdani COPYRIGHT © ANTARA 2023 ",olahraga
Arbi kembali temani Adenanta di kelas SS 600 seri pamungkas," Bangkok, Thailand (ANTARA) - Pembalap Indonesia Fadillah Arbi Arditama kembali menemani Adenanta Putra pada seri terakhir Asia Road Racing Championship (ARRC) 2023 kelas Supersport (SS 600) di Sirkuit Internasional Chang, Buriram, Thailand, 2-3 Desember, menyusul Gerry Salim yang masih dalam pemulihan cedera. Arbi yang telah mengakhiri musim balap JuniorGP 2023 bersyukur kembali dipercaya untuk mewakili Astra Honda Racing Team (AHRC) di kelas SS 600. “Terima kasih telah kembali mempercayakan saya sebagai pembalap di ARRC dan tentunya saya harus cepat beradaptasi di Buriram besok untuk dapat memperebutkan podium dengan pembalap reguler ARRC. Mohon doa dan dukungan untuk kami di ARRC Buriram minggu ini,” ujar Arbi, melalui keterangan resmi, Kamis. Berbekal pengalaman yang didapatkannya dari kejuaraan balap di benua Eropa dan juga pengalaman yang dirasakannya pada balapan ARRC kelas SS 600 pertamanya tahun ini di seri Sirkuit Internasional Pertamina Mandalika, Indonesia pada pertengahan Agustus, pembalap dari Purworejo, Jawa Tengah itu bertekad untuk menampilkan penampilan terbaiknya. Sementara itu, Adenanta Putra yang bersaing di kelas SS 600 untuk musim pertamanya menunggangi CBR600R mengaku memasuki seri terakhir ini, ia mendapatkan berbagai pengalaman dan pembelajaran yang membuat dirinya terus berkembang. Adenanta kini menempati posisi ketujuh klasemen sementara kelas SS 600 dengan mengumpulkan 79 poin. “Tahun ini saya semakin dapat menyesuaikan gaya balap dan kemampuan mengendalikan CBR600RR di sirkuit. Saya merasa semakin kuat untuk dapat berjuang memperebutkan podium SS 600 pada dua balapan yang akan saya hadapi di seri terakhir ini,” ujar Adenanta. Pada balapan pamungkas ARRC 2023, Arbi dan Adenanta akan memulai balapan kelas SS600 di Sirkuit Internasional Chang pukul 14.55 WIB pada Sabtu (2/12) pukul 15:10 WIB pada Minggu (3/12). Baca juga: Dua pembalap Indonesia berebut gelar juara Asia AP250 di seri terakhir Baca juga: Tiga pembalap ASB 1000 ARRC kecelakaan di Sirkuit Mandalika Baca juga: Herjun juara pertama AP250 ARRC 2023 Sirkuit MandalikaPewarta: Zaro Ezza SyachniarEditor: Eka Arifa Rusqiyati COPYRIGHT © ANTARA 2023 ",olahraga
Dua pembalap Indonesia berebut gelar juara Asia AP250 di seri terakhir," Bangkok, Thailand (ANTARA) - Rheza Danica Ahrens dan Herjun Atna Firdaus akan saling bersaing merebut gelar juara Asia Road Racing Championship 2023 kelas Asia Production (AP250) pada seri terakhir di Sirkuit Internasional Chang, Buriram, Thailand, 2-3 Desember. Kedua pembalap yang tergabung dalam Astra Honda Racing Team (AHRC) itu adalah pembalap teratas klasemen sementara kelas AP250 dengan Rheza di posisi pertama dengan 188 poin dan Herjun yang ada di bawahnya dengan 165 poin. Rheza yang meraup 188 poin dari tiga kali podium pertama, tiga kali podium kedua, dan satu kali podium ketiga sepanjang lima seri yang sudah digelar bertekad menampilkan penampilan terbaik di seri terakhir untuk menjadi pembalap Astra Honda pertama yang meraih dua gelar pada kelas AP250. “Menghadapi seri terakhir ARRC tahun ini, saya harus tetap fokus dan konsisten meraih poin di dua balapan pamungkas. Saya yakin dan percaya dengan kondisi tim saat ini. Mohon doa dan dukungannya di balapan seri terakhir ARRC 2023,” ucap pembalap penunggang Honda CBR 250 RR itu, melalui keterangan resmi, Kamis. Begitu pula dengan Herjun yang tak ingin menyerah begitu saja dan tetap bertekad meraih gelar meskipun terpaut 23 poin dari Rheza. Pembalap asal Pati itu bertekad mencetak prestasi yang semakin baik pada musim keduanya di ARRC kelas AP250. ""Saya percaya tim mekanik akan selalu mendukung saya dan saya akan fokus memberikan performa terbaik pada dua balapan terakhir musim 2023,” ujar Herjun. Tak hanya Rheza dan Herjun, pembalap Astra Honda lainnya Veda Ega Pratama yang telah berhasil meraih juara Idemitsu Asia Talent Cup (IATC) 2023 juga akan tampil agresif di seri pamungkas. Saat ini, Veda bertengger pada posisi ketiga klasemen sementara dengan raihan 135 poin. “Saya bersyukur berhasil menjadi juara Asia Talent Cup 2023 dan berharap semangat pada balapan tersebut akan saya bawa di seri terakhir ARRC minggu ini. Doakan saya dan tim AHRT untuk dapat membawa hasil yang terbaik untuk Indonesia,” ucap Veda. Baca juga: Tiga pembalap ASB 1000 ARRC kecelakaan di Sirkuit Mandalika Baca juga: Herjun juara pertama AP250 ARRC 2023 Sirkuit MandalikaPewarta: Zaro Ezza SyachniarEditor: Eka Arifa Rusqiyati COPYRIGHT © ANTARA 2023 ",olahraga
Ketua Kejurprov DKI sebut cabor panjat tebing semakin naik daun," Jakarta (ANTARA) - Ketua Pelaksana Kejurnas Panjat Tebing Provinsi DKI Jakarta 2023 Yurizal Martin mengatakan saat ini olahraga panjat tebing semakin naik daun di kalangan masyarakat di tanah air menyusul prestasi para atlet Indonesia di kancah dunia, khususnya di nomor speed. “Kalau dulu panjat tebing didominasi oleh kalangan pencinta alam, sekarang tidak seperti itu, justru sekarang didominasi masyarakat umum. Orangtua yang ingin anaknya berprestasi walaupun tidak punya latar belakang sebagai pecinta alam, dia mendaftarkan anaknya ke klub (panjat tebing),” kata Rizal kepada ANTARA saat ditemui pada Kejuaraan Panjat Tebing Provinsi DKI Jakarta 2023 di International Climbing Wall Park, Cakung, Jakarta Timur, Kamis. Oleh karena itu, berbagai kejuaraan tingkat provinsi terus digalakkan sebagai langkah untuk menyaring para talenta-talenta muda di DKI Jakarta dalam dunia panjat tebing. “Pada PON 2016 ,Jakarta itu juara umum, sekarang dikalahkan oleh Jawa Timur dan Jawa Tengah. Nah untuk kembali menciptakan atlet baru, diadakan kejuaraan-kejuaraan panjat tebing yang berfungsi untuk menumbuhkan semangat para atlet. Jadi ada yang levelnya provinsi yang diikuti lima pemerintah kota di DKI,” ujar Rizal. Momentum kepopuleran panjat tebing di Indonesia semakin dipercantik dengan prestasi tim nasional yang untuk sementara ini meloloskan dua atlet nomor speed ke Olimpiade Paris 2024 yaitu Desak Made Rita Kusuma Dewi dan Rahmad Adi Mulyono. Indonesia juga memiliki atlet pemegang rekor dunia speed yaitu Veddriq Leonardo. Sementara itu, setiap Pemerintah Kota (Pemkot) DKI Jakarta diminta untuk selalu mengirim atlet agar dapat diseleksi sebagai calon atlet nasional, karena kejuaraan provinsi ini dilakukan secara rutin oleh FPTI sebagai langkah meningkatkan kualitas atlet panjat tebing di DKI Jakarta. Adapun, kegiatan kompetisi rutin yang diadakan oleh Federasi Panjat Tebing Indonesia (FPTI) DKI Jakarta ini juga tidak lain untuk meregenerasi para atlet Ibu Kota. “Kejuaraan tahunan yang dilakukan FPTI bertujuan untuk mencari bibit atlet, karena tahun sekarang ini Jakarta prestasinya mulai agak turun karena gap antara senior dan junior terlalu jauh. Jadi sekarang ini atlet bagusnya abis nih, karena usia,” jelasnya.Pewarta: Putri HanifaEditor: Aditya Eko Sigit Wicaksono COPYRIGHT © ANTARA 2023 ",olahraga
